1058: fesom taskset -c 68-69
  92: fesom taskset -c 56-57
1037: fesom taskset -c 26-27
 535: fesom taskset -c 46-47
 561: fesom taskset -c 98-99
  75: fesom taskset -c 22-23
 566: fesom taskset -c 108-109
  78: fesom taskset -c 28-29
1039: fesom taskset -c 30-31
1063: fesom taskset -c 78-79
1034: fesom taskset -c 20-21
 532: fesom taskset -c 40-41
  77: fesom taskset -c 26-27
 524: fesom taskset -c 24-25
 104: fesom taskset -c 80-81
1035: fesom taskset -c 22-23
1038: fesom taskset -c 28-29
1084: fesom taskset -c 120-121
1027: fesom taskset -c 6-7
  89: fesom taskset -c 50-51
1031: fesom taskset -c 14-15
 518: fesom taskset -c 12-13
 515: fesom taskset -c 6-7
 568: fesom taskset -c 112-113
 570: fesom taskset -c 116-117
 516: fesom taskset -c 8-9
 101: fesom taskset -c 74-75
 105: fesom taskset -c 82-83
 111: fesom taskset -c 94-95
  72: fesom taskset -c 16-17
 102: fesom taskset -c 76-77
1026: fesom taskset -c 4-5
 122: fesom taskset -c 116-117
 123: fesom taskset -c 118-119
  93: fesom taskset -c 58-59
1025: fesom taskset -c 2-3
  80: fesom taskset -c 32-33
 124: fesom taskset -c 120-121
 521: fesom taskset -c 18-19
 525: fesom taskset -c 26-27
  87: fesom taskset -c 46-47
 103: fesom taskset -c 78-79
 562: fesom taskset -c 100-101
 106: fesom taskset -c 84-85
  74: fesom taskset -c 20-21
 575: fesom taskset -c 126-127
1059: fesom taskset -c 70-71
 514: fesom taskset -c 4-5
  67: fesom taskset -c 6-7
 530: fesom taskset -c 36-37
 569: fesom taskset -c 114-115
 523: fesom taskset -c 22-23
  86: fesom taskset -c 44-45
 553: fesom taskset -c 82-83
  91: fesom taskset -c 54-55
1048: fesom taskset -c 48-49
 554: fesom taskset -c 84-85
1050: fesom taskset -c 52-53
1040: fesom taskset -c 32-33
1042: fesom taskset -c 36-37
  99: fesom taskset -c 70-71
1044: fesom taskset -c 40-41
 100: fesom taskset -c 72-73
1046: fesom taskset -c 44-45
 555: fesom taskset -c 86-87
 120: fesom taskset -c 112-113
 556: fesom taskset -c 88-89
1047: fesom taskset -c 46-47
 540: fesom taskset -c 56-57
 107: fesom taskset -c 86-87
1083: fesom taskset -c 118-119
 560: fesom taskset -c 96-97
 539: fesom taskset -c 54-55
1030: fesom taskset -c 12-13
 547: fesom taskset -c 70-71
1067: fesom taskset -c 86-87
 538: fesom taskset -c 52-53
1071: fesom taskset -c 94-95
 543: fesom taskset -c 62-63
1056: fesom taskset -c 64-65
 549: fesom taskset -c 74-75
1066: fesom taskset -c 84-85
 557: fesom taskset -c 90-91
1029: fesom taskset -c 10-11
 563: fesom taskset -c 102-103
1051: fesom taskset -c 54-55
 522: fesom taskset -c 20-21
 110: fesom taskset -c 92-93
 529: fesom taskset -c 34-35
 116: fesom taskset -c 104-105
1053: fesom taskset -c 58-59
 534: fesom taskset -c 44-45
 117: fesom taskset -c 106-107
1054: fesom taskset -c 60-61
 537: fesom taskset -c 50-51
 118: fesom taskset -c 108-109
 541: fesom taskset -c 58-59
 121: fesom taskset -c 114-115
1061: fesom taskset -c 74-75
 542: fesom taskset -c 60-61
 125: fesom taskset -c 122-123
 552: fesom taskset -c 80-81
 127: fesom taskset -c 126-127
 558: fesom taskset -c 92-93
  71: fesom taskset -c 14-15
1087: fesom taskset -c 126-127
 564: fesom taskset -c 104-105
  73: fesom taskset -c 18-19
 565: fesom taskset -c 106-107
  81: fesom taskset -c 34-35
 567: fesom taskset -c 110-111
  82: fesom taskset -c 36-37
 572: fesom taskset -c 120-121
  65: fesom taskset -c 2-3
 512: fesom taskset -c 0-1
  69: fesom taskset -c 10-11
 513: fesom taskset -c 2-3
  83: fesom taskset -c 38-39
1069: fesom taskset -c 90-91
 517: fesom taskset -c 10-11
  96: fesom taskset -c 64-65
1070: fesom taskset -c 92-93
 519: fesom taskset -c 14-15
 113: fesom taskset -c 98-99
1086: fesom taskset -c 124-125
 520: fesom taskset -c 16-17
 119: fesom taskset -c 110-111
1032: fesom taskset -c 16-17
 526: fesom taskset -c 28-29
  64: fesom taskset -c 0-1
1080: fesom taskset -c 112-113
 527: fesom taskset -c 30-31
  66: fesom taskset -c 4-5
1081: fesom taskset -c 114-115
 528: fesom taskset -c 32-33
  68: fesom taskset -c 8-9
1082: fesom taskset -c 116-117
 531: fesom taskset -c 38-39
  70: fesom taskset -c 12-13
1049: fesom taskset -c 50-51
  76: fesom taskset -c 24-25
1055: fesom taskset -c 62-63
1157: fesom taskset -c 10-11
  84: fesom taskset -c 40-41
1064: fesom taskset -c 80-81
1201: fesom taskset -c 98-99
 533: fesom taskset -c 42-43
  94: fesom taskset -c 60-61
1065: fesom taskset -c 82-83
1167: fesom taskset -c 30-31
 536: fesom taskset -c 48-49
  95: fesom taskset -c 62-63
1073: fesom taskset -c 98-99
1185: fesom taskset -c 66-67
 544: fesom taskset -c 64-65
  98: fesom taskset -c 68-69
1074: fesom taskset -c 100-101
1191: fesom taskset -c 78-79
 545: fesom taskset -c 66-67
 108: fesom taskset -c 88-89
1076: fesom taskset -c 104-105
1161: fesom taskset -c 18-19
 546: fesom taskset -c 68-69
 109: fesom taskset -c 90-91
1024: fesom taskset -c 0-1
 548: fesom taskset -c 72-73
 112: fesom taskset -c 96-97
1028: fesom taskset -c 8-9
 550: fesom taskset -c 76-77
 114: fesom taskset -c 100-101
1033: fesom taskset -c 18-19
 551: fesom taskset -c 78-79
 115: fesom taskset -c 102-103
1036: fesom taskset -c 24-25
 559: fesom taskset -c 94-95
 126: fesom taskset -c 124-125
1043: fesom taskset -c 38-39
 571: fesom taskset -c 118-119
1045: fesom taskset -c 42-43
 573: fesom taskset -c 122-123
1052: fesom taskset -c 56-57
 574: fesom taskset -c 124-125
1057: fesom taskset -c 66-67
1060: fesom taskset -c 72-73
1068: fesom taskset -c 88-89
